0,1,2,3,4,5,6,7,8,9,10,x_axis,y_axis,z_axis,orientation,Messurement_points,labels
-62.0,,,,,,-71.0,,,,,8.9,3.3,0.0,180,P-3,3
,,,,-67.0,-77.0,,,,,,6.6,39.3,0.0,180,P-3,1
-76.0,,-71.0,-69.0,-73.0,,,,,,,6.6,24.9,0.0,180,P-3,2
,,,,,-73.0,,,,,,9.3,32.1,0.0,180,P-3,4
-75.0,,-72.0,-72.0,-76.0,,-68.0,,-73.0,,,9.3,17.7,0.0,180,P-3,5
,,,-57.0,-75.0,-75.0,,,,,,6.6,27.3,0.0,180,P-3,2
,,,-72.0,-72.0,,,,,,,8.0,33.3,0.0,180,P-3,4
-74.0,-66.0,,-74.0,,,,,,,,6.6,12.9,0.0,180,P-3,0
,-63.0,-78.0,,,,,,,,,6.6,10.5,0.0,180,P-3,0
-71.0,,-61.0,-64.0,-75.0,-78.0,,,,,,6.6,20.1,0.0,180,P-3,5
-76.0,-72.0,-64.0,-68.0,-71.0,,,-78.0,,,,6.6,20.1,0.0,180,P-3,5
,,,,,,-78.0,,,,,9.3,41.7,0.0,180,P-3,1
,-77.0,-61.0,-77.0,,,-74.0,,,,,6.6,20.1,0.0,180,P-3,5
-76.0,-61.0,,-72.0,-76.0,,-77.0,,,,,8.0,11.7,0.0,180,P-3,0
-74.0,-76.0,,-76.0,,,,,,,,7.8,4.5,0.0,180,P-3,3
,,,,-68.0,,,,,,,6.6,39.3,0.0,180,P-3,1
-76.0,,-74.0,-76.0,,,-78.0,,,,,6.6,10.5,0.0,180,P-3,0
,,-78.0,,-73.0,-77.0,,,,,,9.3,32.1,0.0,180,P-3,4
,-76.0,-64.0,-75.0,-77.0,,-78.0,,,,,6.6,17.7,0.0,180,P-3,5
-76.0,-64.0,-78.0,-73.0,,,-78.0,,,,,8.0,11.7,0.0,180,P-3,0
-75.0,-78.0,,-64.0,,-70.0,-78.0,,,,,9.3,27.3,0.0,180,P-3,2
,,-77.0,,-71.0,-75.0,-77.0,,,,,8.0,33.3,0.0,180,P-3,4
,,,,-63.0,,,,,,,6.6,41.7,0.0,180,P-3,1
-76.0,,-77.0,-63.0,-72.0,-75.0,,,,,,6.6,24.9,0.0,180,P-3,2
,,,,-62.0,,,,,,,9.3,39.3,0.0,180,P-3,1
,,-76.0,-74.0,,-74.0,,,,,,9.3,32.1,0.0,180,P-3,4
,,-78.0,,-72.0,-77.0,-78.0,,,,,6.6,32.1,0.0,180,P-3,4
,,,,-65.0,,,,,,,9.3,32.1,0.0,180,P-3,4
,,-78.0,,-63.0,-77.0,,,,,,9.3,39.3,0.0,180,P-3,1
-66.0,,,-78.0,,,-75.0,,,,,6.6,3.3,0.0,180,P-3,3
-73.0,-64.0,-74.0,,,,-69.0,-73.0,-76.0,,,8.0,11.7,0.0,180,P-3,0
-77.0,,-76.0,-76.0,-78.0,,-73.0,,,,,6.6,5.7,0.0,180,P-3,3
,-78.0,,-75.0,-73.0,,-76.0,,,,,6.6,24.9,0.0,180,P-3,2
,,,,,-73.0,,,,,,9.3,32.1,0.0,180,P-3,4
,,-78.0,,-61.0,,-78.0,,-78.0,,,8.0,40.5,0.0,180,P-3,1
-72.0,-77.0,,,,,-78.0,,,,,8.9,5.7,0.0,180,P-3,3
-76.0,-63.0,-73.0,,,,-76.0,,,,,6.6,10.5,0.0,180,P-3,0
,,,,-65.0,-77.0,,,,,,6.6,39.3,0.0,180,P-3,1
,-78.0,-60.0,-75.0,-78.0,,,-65.0,,,,6.6,20.1,0.0,180,P-3,5
,-73.0,-78.0,-78.0,,,,,,,,6.6,10.5,0.0,180,P-3,0
,,-72.0,-67.0,,,,,,,,6.6,24.9,0.0,180,P-3,2
-67.0,-64.0,-74.0,,,,-76.0,,-76.0,,,9.3,12.9,0.0,180,P-3,0
-71.0,,-63.0,-67.0,-72.0,,-78.0,,,,,6.6,20.1,0.0,180,P-3,5
,,,-78.0,-68.0,-78.0,,,,,,6.6,34.5,0.0,180,P-3,4
-76.0,-71.0,-69.0,-73.0,,,-69.0,,-75.0,,,9.3,17.7,0.0,180,P-3,5
,,,,-75.0,,,,,,,8.0,33.3,0.0,180,P-3,4
,-60.0,-73.0,-71.0,-73.0,,-75.0,,,,,8.0,11.7,0.0,180,P-3,0
,,,,-67.0,,,,,,,9.3,41.7,0.0,180,P-3,1
,,,-75.0,-67.0,,,,,,,6.6,34.5,0.0,180,P-3,4
-66.0,-77.0,,,,,,-77.0,,-78.0,,9.3,10.5,0.0,180,P-3,0
-68.0,-78.0,,,,,,,,,,7.8,4.5,0.0,180,P-3,3
,,-58.0,-72.0,,,-77.0,,,,,6.6,20.1,0.0,180,P-3,5
-70.0,-65.0,,,,,,-75.0,-71.0,,,8.0,11.7,0.0,270,P-3,0
-78.0,-75.0,-77.0,,,,-77.0,,,,,6.6,12.9,0.0,270,P-3,0
,,,-78.0,-69.0,,,,,,,6.6,34.5,0.0,270,P-3,4
,,,-76.0,-62.0,-70.0,-78.0,-78.0,,,,9.3,39.3,0.0,270,P-3,1
,,,,-73.0,,,,,,,9.3,41.7,0.0,270,P-3,1
-63.0,-70.0,-63.0,-72.0,-74.0,,,,,,,6.6,17.7,0.0,270,P-3,5
,,,-71.0,,-76.0,,,,,,6.6,24.9,0.0,270,P-3,2
,,,,-69.0,,,,,,,9.3,34.5,0.0,270,P-3,4
,,,,-77.0,-76.0,,,,,,6.6,32.1,0.0,270,P-3,4
,,,,-67.0,-78.0,,,,,,6.6,41.7,0.0,270,P-3,1
-71.0,,,-65.0,-72.0,,,,,,,8.0,26.1,0.0,270,P-3,2
-75.0,-71.0,-74.0,-72.0,-78.0,,-68.0,-77.0,-74.0,,,9.3,17.7,0.0,270,P-3,5
-69.0,-72.0,,,,,-70.0,,,,,6.6,5.7,0.0,270,P-3,3
-71.0,-76.0,,,-78.0,,,,,,,6.6,10.5,0.0,270,P-3,0
-65.0,,,,,,-78.0,,,,,6.6,3.3,0.0,270,P-3,3
-71.0,-67.0,-72.0,-75.0,-72.0,,-77.0,,,,,6.6,10.5,0.0,270,P-3,0
-75.0,,-72.0,-62.0,,,,,,,,6.6,24.9,0.0,270,P-3,2
-69.0,-78.0,,,-67.0,,-78.0,-75.0,,,,8.9,5.7,0.0,270,P-3,3
-65.0,,,,,,-75.0,,,,,6.6,3.3,0.0,270,P-3,3
,,,,-67.0,,,,,,,9.3,41.7,0.0,270,P-3,1
-71.0,-78.0,-69.0,-52.0,-71.0,-74.0,,,,,,6.6,27.3,0.0,270,P-3,2
-77.0,-67.0,-72.0,,,,-70.0,,-75.0,,,6.6,12.9,0.0,270,P-3,0
,,,-63.0,-74.0,,,,,,,6.6,24.9,0.0,270,P-3,2
,,,,-57.0,-76.0,,-77.0,,,,8.0,40.5,0.0,270,P-3,1
-71.0,-60.0,-72.0,,,,-77.0,,-78.0,,,6.6,12.9,0.0,270,P-3,0
-65.0,-75.0,-78.0,-77.0,,,-71.0,-77.0,,,,7.8,4.5,0.0,270,P-3,3
,,,-74.0,-75.0,-70.0,,,,,,9.3,32.1,0.0,270,P-3,4
,,,,-66.0,-75.0,,,,,,9.3,32.1,0.0,270,P-3,4
-78.0,-72.0,-68.0,-65.0,-78.0,-78.0,,,,,,9.3,20.1,0.0,270,P-3,5
-67.0,-73.0,,,,,-78.0,-74.0,,,,9.3,10.5,0.0,270,P-3,0
,,,,-67.0,-76.0,,,,,,6.6,41.7,0.0,270,P-3,1
,,,,-73.0,,,,,,,8.0,33.3,0.0,270,P-3,4
,,,,,-77.0,-78.0,,,,,9.3,34.5,0.0,270,P-3,4
,,,-77.0,-65.0,-77.0,,,,,,6.6,39.3,0.0,270,P-3,1
,,,,-64.0,,,,,,,6.6,41.7,0.0,270,P-3,1
-75.0,-73.0,-65.0,-66.0,,-74.0,,,,,,9.3,24.9,0.0,270,P-3,2
-71.0,-66.0,-76.0,-75.0,-75.0,,,,,,,6.6,10.5,0.0,270,P-3,0
-75.0,,-60.0,-69.0,-77.0,,,-77.0,-74.0,,,9.3,20.1,0.0,270,P-3,5
-65.0,-74.0,,-78.0,,,,,,,,9.3,10.5,0.0,270,P-3,0
,,,-74.0,-72.0,-75.0,,,,,,6.6,32.1,0.0,270,P-3,4
,,,,,-75.0,,,,,,9.3,32.1,0.0,270,P-3,4
,,,,-68.0,-77.0,,,,,,8.0,33.3,0.0,270,P-3,4
,,,,-67.0,,,,,,,9.3,41.7,0.0,270,P-3,1
-64.0,-77.0,-76.0,-75.0,-75.0,,-69.0,-78.0,,,,6.6,3.3,0.0,270,P-3,3
,,,,-63.0,,,,,,,6.6,41.7,0.0,270,P-3,1
-67.0,-78.0,,,,,-74.0,,,,,6.6,3.3,0.0,270,P-3,3
,,,,-71.0,,,,,,,6.6,39.3,0.0,270,P-3,1
,,,,-70.0,,,,,,,6.6,39.3,0.0,270,P-3,1
-62.0,-74.0,,,,,,,,,,7.8,4.5,0.0,270,P-3,3
,,,,-63.0,-78.0,,,,,,9.3,34.5,0.0,270,P-3,4
-71.0,-63.0,,,,,-78.0,-78.0,-75.0,,,8.0,11.7,0.0,270,P-3,0
,-78.0,-60.0,-73.0,-78.0,,-77.0,-65.0,,,,6.6,20.1,0.0,270,P-3,5
-74.0,,-66.0,-66.0,-75.0,,-77.0,,,,,9.3,20.1,0.0,270,P-3,5
-67.0,-59.0,,-73.0,,,,-77.0,,,,6.6,12.9,0.0,270,P-3,0
,,,-67.0,,-75.0,,,,,,6.6,24.9,0.0,270,P-3,2
-77.0,-77.0,,,,,-77.0,,,,,6.6,3.3,0.0,270,P-3,3
,,,,-59.0,-78.0,-78.0,,-78.0,,,8.0,40.5,0.0,270,P-3,1
,,-65.0,-73.0,,,,,,,,8.0,18.9,0.0,270,P-3,5
-76.0,-77.0,-72.0,-74.0,,,-74.0,,,,,9.3,17.7,0.0,270,P-3,5
-72.0,,,,,,-71.0,,,,,6.6,5.7,0.0,270,P-3,3
-67.0,,,,,,-72.0,,,,,6.6,3.3,0.0,270,P-3,3
,,-75.0,,,,,-78.0,,,,6.6,17.7,0.0,270,P-3,5
-71.0,-76.0,-61.0,-66.0,-73.0,,,-78.0,,,,6.6,20.1,0.0,270,P-3,5
,,-61.0,-77.0,,,,-77.0,,,,6.6,20.1,0.0,270,P-3,5
-69.0,-66.0,,,,,-69.0,-74.0,-74.0,,,8.0,11.7,0.0,270,P-3,0
,,-78.0,-68.0,-76.0,-73.0,-78.0,,,,,6.6,32.1,0.0,270,P-3,4
,,,,-63.0,,-77.0,,,,,6.6,41.7,0.0,270,P-3,1
-67.0,-66.0,-72.0,-75.0,,,-71.0,,,,,9.3,10.5,0.0,270,P-3,0
,,-76.0,,-65.0,,,,,,,9.3,41.7,0.0,90,P-3,1
,,,,-65.0,,,,,,,8.0,40.5,0.0,90,P-3,1
,,-76.0,,-64.0,-76.0,,,,,,6.6,41.7,0.0,90,P-3,1
,,-78.0,,-74.0,-74.0,-73.0,-78.0,,,,9.3,34.5,0.0,90,P-3,4
,,,,-66.0,-78.0,-77.0,,,,,8.0,40.5,0.0,90,P-3,1
,,-72.0,-65.0,-68.0,-64.0,,,,,,8.0,26.1,0.0,90,P-3,2
,,-75.0,-66.0,,,,,,,,9.3,24.9,0.0,90,P-3,2
-71.0,,-72.0,-64.0,-76.0,,,,,,,9.3,20.1,0.0,90,P-3,5
-70.0,-65.0,,,,,,-75.0,-71.0,,,8.0,11.7,0.0,90,P-3,0
-77.0,-75.0,-78.0,-72.0,-78.0,,-78.0,,,,,8.0,18.9,0.0,90,P-3,5
,,,,-70.0,,,,,,,9.3,41.7,0.0,90,P-3,1
,,-75.0,-63.0,,-75.0,,,,,,8.0,26.1,0.0,90,P-3,2
,,,,-72.0,-75.0,-73.0,,,,,9.3,34.5,0.0,90,P-3,4
,,-59.0,-72.0,-77.0,,,-74.0,-76.0,,,9.3,20.1,0.0,90,P-3,5
,,,,-67.0,,,,,,,6.6,39.3,0.0,90,P-3,1
,,,,-66.0,,,,,,,9.3,34.5,0.0,90,P-3,4
-63.0,-69.0,-77.0,,,,-67.0,,-77.0,,,9.3,10.5,0.0,90,P-3,0
,-76.0,,-68.0,-77.0,,-77.0,-74.0,,,,9.3,17.7,0.0,90,P-3,5
-64.0,,,,,,-78.0,,,,,8.9,3.3,0.0,90,P-3,3
-69.0,,,-76.0,-78.0,,-77.0,,,,,8.9,5.7,0.0,90,P-3,3
-69.0,-66.0,-76.0,,,,,,,,,6.6,10.5,0.0,90,P-3,0
-71.0,-72.0,-78.0,-77.0,,,-77.0,-78.0,,,,8.9,5.7,0.0,90,P-3,3
-64.0,,,,,,-78.0,,,,,8.9,3.3,0.0,90,P-3,3
-69.0,-66.0,-72.0,-69.0,,,-71.0,,-76.0,,,9.3,12.9,0.0,90,P-3,0
-72.0,-65.0,-78.0,,,,,,-75.0,,,8.0,11.7,0.0,90,P-3,0
-74.0,,,,,,,,,,,8.9,5.7,0.0,90,P-3,3
,,,,-66.0,,,,,,,6.6,39.3,0.0,90,P-3,1
-76.0,,-73.0,-68.0,-75.0,,,,,,,9.3,24.9,0.0,90,P-3,2
,-73.0,,-73.0,,,-76.0,,,,,9.3,17.7,0.0,90,P-3,5
-67.0,-65.0,-72.0,-71.0,,,-69.0,,,,,9.3,12.9,0.0,90,P-3,0
,,,,-75.0,,,,,,,6.6,41.7,0.0,90,P-3,1
-75.0,-67.0,-71.0,-76.0,-77.0,,-77.0,,-78.0,,,6.6,10.5,0.0,90,P-3,0
,,,,-66.0,-75.0,,,,,,9.3,32.1,0.0,90,P-3,4
,,,,-67.0,,,,,,,9.3,39.3,0.0,90,P-3,1
-64.0,,,,,,-74.0,,,,,8.9,3.3,0.0,90,P-3,3
-68.0,-63.0,-71.0,-69.0,,,-69.0,,-76.0,,,9.3,12.9,0.0,90,P-3,0
,,-78.0,-56.0,-68.0,-73.0,,,,,,6.6,27.3,0.0,90,P-3,2
-69.0,-76.0,,,,,-77.0,,,,,6.6,10.5,0.0,90,P-3,0
,,,-77.0,-64.0,-78.0,,,,,,6.6,39.3,0.0,90,P-3,1
-67.0,-63.0,-71.0,,,,-71.0,,,,,9.3,10.5,0.0,90,P-3,0
,,-78.0,,-68.0,-77.0,,,,,,6.6,39.3,0.0,90,P-3,1
,,-65.0,-69.0,,,,-78.0,,,,8.0,18.9,0.0,90,P-3,5
-71.0,-64.0,,-78.0,,,-75.0,-71.0,,,,9.3,12.9,0.0,90,P-3,0
,,,,-72.0,,,,,,,8.0,33.3,0.0,90,P-3,4
,,-76.0,-74.0,-73.0,,,,,,,9.3,32.1,0.0,90,P-3,4
,-78.0,,,-76.0,,,,,,,6.6,34.5,0.0,90,P-3,4
,,-72.0,-70.0,-78.0,,-75.0,,,,,6.6,32.1,0.0,90,P-3,4
,,,,-68.0,,,,,,,9.3,39.3,0.0,90,P-3,1
-71.0,-67.0,-76.0,-75.0,-75.0,,,,,,,6.6,10.5,0.0,90,P-3,0
,,,-77.0,-66.0,-78.0,,,,,,8.0,33.3,0.0,90,P-3,4
-69.0,-75.0,-73.0,-64.0,-71.0,,-73.0,-78.0,,,,9.3,17.7,0.0,90,P-3,5
-77.0,-76.0,-66.0,-72.0,-75.0,,-78.0,,,,,6.6,17.7,0.0,90,P-3,5
,-78.0,-61.0,-76.0,,,-76.0,,,,,6.6,20.1,0.0,90,P-3,5
-71.0,-61.0,-71.0,,,,-76.0,,,,,6.6,12.9,0.0,90,P-3,0
,,,,-67.0,,,,,,,6.6,39.3,0.0,0,P-4,1
-74.0,-75.0,-70.0,-72.0,,,,,,,,9.3,24.9,0.0,0,P-4,2
-75.0,-76.0,-70.0,-74.0,,,-74.0,,,,,9.3,17.7,0.0,0,P-4,5
,,-76.0,-68.0,-76.0,,,,,,,6.6,32.1,0.0,0,P-4,4
,,-76.0,-67.0,,-75.0,,,,,,8.0,26.1,0.0,0,P-4,2
-69.0,-76.0,,-77.0,-78.0,,-78.0,-78.0,-78.0,-77.0,,6.6,10.5,0.0,0,P-4,0
-72.0,-77.0,-74.0,-63.0,,,,,,,,9.3,27.3,0.0,0,P-4,2
,,,,-61.0,,,,,,,8.0,40.5,0.0,0,P-4,1
-68.0,-66.0,,,,,-74.0,,-77.0,,,9.3,12.9,0.0,0,P-4,0
-77.0,,,-71.0,-76.0,,,,,,,6.6,24.9,0.0,0,P-4,2
-63.0,,-74.0,-68.0,-78.0,,,,,,,6.6,17.7,0.0,0,P-4,5
-78.0,-63.0,-75.0,,,,,-78.0,,,,6.6,10.5,0.0,0,P-4,0
,,,,-77.0,,,,,,,6.6,41.7,0.0,0,P-4,1
-77.0,-65.0,-72.0,-73.0,,,-73.0,,,,,9.3,10.5,0.0,0,P-4,0
-68.0,-63.0,-78.0,-76.0,,,-75.0,,,,,6.6,10.5,0.0,0,P-4,0
-77.0,-76.0,-73.0,,-69.0,-71.0,-76.0,-77.0,,,,9.3,34.5,0.0,0,P-4,4
,-74.0,-63.0,-76.0,-78.0,,,-73.0,,,,9.3,20.1,0.0,0,P-4,5
-72.0,-78.0,-74.0,,,,-77.0,,,,,8.9,5.7,0.0,0,P-4,3
,,,-77.0,-72.0,-76.0,,,,,,6.6,34.5,0.0,0,P-4,4
,,,,-77.0,,,,,,,9.3,41.7,0.0,0,P-4,1
,,-78.0,-64.0,,,,,,,,6.6,27.3,0.0,0,P-4,2
-73.0,-75.0,-68.0,-68.0,,,,,,,,8.0,18.9,0.0,0,P-4,5
,,-77.0,-78.0,-73.0,-76.0,,,,,,9.3,32.1,0.0,0,P-4,4
,,,-76.0,-62.0,-70.0,,-78.0,,,,9.3,39.3,0.0,0,P-4,1
-66.0,-77.0,,,,,,,,-78.0,,9.3,10.5,0.0,0,P-4,0
-68.0,-78.0,,,,,,,,,,7.8,4.5,0.0,0,P-4,3
-77.0,-72.0,-72.0,-69.0,-77.0,,,,,,,9.3,24.9,0.0,0,P-4,2
,,,,-66.0,,,,,,,8.0,40.5,0.0,0,P-4,1
-75.0,,-64.0,-68.0,-78.0,,-77.0,-78.0,-78.0,,,8.0,18.9,0.0,0,P-4,5
-64.0,,,,,,-72.0,,,,,8.9,3.3,0.0,0,P-4,3
,,-75.0,-59.0,-76.0,-77.0,,,,,,9.3,27.3,0.0,0,P-4,2
,,,-66.0,,-73.0,-78.0,,,,,9.3,27.3,0.0,0,P-4,2
,,,-69.0,,-74.0,-76.0,,,,,6.6,32.1,0.0,0,P-4,4
,,-76.0,,-71.0,-73.0,,,,,,9.3,32.1,0.0,0,P-4,4
,,-72.0,-67.0,-69.0,-75.0,,,,,,8.0,26.1,0.0,0,P-4,2
,,,-76.0,-68.0,-78.0,,,,,,6.6,34.5,0.0,0,P-4,4
,,-78.0,,-65.0,-75.0,,,,,,9.3,39.3,0.0,0,P-4,1
,,,-52.0,-69.0,-74.0,-76.0,,,,,6.6,27.3,0.0,0,P-4,2
-71.0,-78.0,-61.0,-64.0,-73.0,,-77.0,,,,,6.6,20.1,0.0,0,P-4,5
-71.0,-65.0,,-78.0,,,-74.0,-77.0,-77.0,,,9.3,12.9,0.0,0,P-4,0
,,,-78.0,-69.0,,,,,,,6.6,34.5,0.0,0,P-4,4
-76.0,-73.0,-75.0,,,,-75.0,-78.0,,,,6.6,12.9,0.0,0,P-4,0
,-71.0,-69.0,-72.0,,,-68.0,-74.0,-78.0,,,9.3,17.7,0.0,0,P-4,5
,,-78.0,,-72.0,-78.0,,-78.0,,,,6.6,34.5,0.0,0,P-4,4
-68.0,-63.0,,-73.0,,,,-76.0,,,,6.6,12.9,0.0,0,P-4,0
-77.0,-71.0,-74.0,-71.0,-78.0,,-68.0,-78.0,-77.0,,,9.3,17.7,0.0,0,P-4,5
-66.0,,,,,,-74.0,,,,,8.9,3.3,0.0,0,P-4,3
,,,,-72.0,,,,,,,9.3,41.7,0.0,0,P-4,1
,,,,-59.0,,,,,,,8.0,40.5,0.0,0,P-4,1
-69.0,-78.0,,,,,-75.0,,,,,6.6,3.3,0.0,0,P-4,3
,,-72.0,-76.0,-73.0,,,,,,,6.6,32.1,0.0,0,P-4,4
-77.0,-72.0,-77.0,-73.0,,,-69.0,,-74.0,,,9.3,17.7,0.0,0,P-4,5
-71.0,-78.0,-65.0,-69.0,,,,,-78.0,,,9.3,20.1,0.0,0,P-4,5
,-76.0,-77.0,-73.0,,-72.0,-76.0,-78.0,,,,9.3,34.5,0.0,0,P-4,4
-64.0,-77.0,,,-77.0,,-71.0,-77.0,,,,6.6,3.3,0.0,0,P-4,3
-72.0,,-71.0,-49.0,-71.0,-75.0,-75.0,,,,,6.6,27.3,0.0,0,P-4,2
,,,,-75.0,,,,,,,6.6,41.7,0.0,0,P-4,1
-71.0,,-65.0,-64.0,-69.0,,,-78.0,,,,8.0,18.9,0.0,0,P-4,5
,,,,-66.0,,,,,,,8.0,40.5,0.0,0,P-4,1
-69.0,-78.0,,,,,-73.0,-78.0,,,,8.9,5.7,0.0,0,P-4,3
,,-73.0,-73.0,-75.0,-72.0,-78.0,,,,,6.6,32.1,0.0,0,P-4,4
,,-77.0,,-73.0,,,,,,,9.3,32.1,0.0,0,P-4,4
-65.0,,-76.0,-76.0,,,-77.0,,,,,8.9,5.7,0.0,0,P-4,3
-67.0,-66.0,-72.0,-71.0,,,,,,,,9.3,12.9,0.0,0,P-4,0
,,-72.0,-68.0,,-75.0,-76.0,,,,,6.6,32.1,0.0,0,P-4,4
-65.0,,,,,,,,,,,6.6,3.3,0.0,0,P-4,3
-73.0,-66.0,,-77.0,,,,,,,,6.6,12.9,0.0,0,P-4,0
,,,-74.0,-73.0,-78.0,,,,,,6.6,32.1,0.0,0,P-4,4
-73.0,-76.0,-64.0,-73.0,,,,,,,,6.6,17.7,0.0,0,P-4,5
-64.0,-76.0,,-77.0,-78.0,,-72.0,-78.0,,,,6.6,3.3,0.0,0,P-4,3
-66.0,,-73.0,-61.0,,-73.0,-78.0,,,,,9.3,27.3,0.0,0,P-4,2
,,,,-63.0,,,,,,,8.0,33.3,0.0,0,P-4,4
,,-78.0,-76.0,-65.0,-72.0,,,,,,6.6,39.3,0.0,0,P-4,1
-71.0,-65.0,,,,,,,-77.0,,,8.0,11.7,0.0,0,P-4,0
,-78.0,-59.0,-78.0,,,,-69.0,,,,6.6,20.1,0.0,0,P-4,5
-75.0,-76.0,-72.0,-74.0,,,-74.0,,,,,9.3,17.7,0.0,180,P-4,5
,,,-70.0,-78.0,,-76.0,,,,,6.6,32.1,0.0,180,P-4,4
,,,,-73.0,-77.0,,,,,,6.6,34.5,0.0,180,P-4,4
,,-77.0,,-64.0,-75.0,-75.0,,,,,6.6,39.3,0.0,180,P-4,1
-68.0,-63.0,-71.0,-69.0,,,-69.0,,-76.0,,,9.3,12.9,0.0,180,P-4,0
,,,,-66.0,-73.0,,,,,,9.3,32.1,0.0,180,P-4,4
-72.0,,,,,,-78.0,,,,,6.6,5.7,0.0,180,P-4,3
-66.0,-68.0,,,,,-75.0,,,,,6.6,5.7,0.0,180,P-4,3
,,,-53.0,-72.0,-77.0,,,,,,6.6,27.3,0.0,180,P-4,2
,,-78.0,,-63.0,-77.0,-76.0,,,,,8.0,40.5,0.0,180,P-4,1
,,,,-78.0,-76.0,,,,,,9.3,32.1,0.0,180,P-4,4
-69.0,-64.0,,-75.0,-78.0,,,-78.0,,,,8.0,11.7,0.0,180,P-4,0
,,-76.0,,-73.0,,,,,,,9.3,32.1,0.0,180,P-4,4
-74.0,-76.0,-73.0,-72.0,-77.0,,-78.0,,,,,9.3,17.7,0.0,180,P-4,5
-78.0,,-78.0,,-64.0,,-76.0,,,,,6.6,41.7,0.0,180,P-4,1
,-65.0,,,,,-76.0,,,,,6.6,12.9,0.0,180,P-4,0
,,,,-68.0,,,,,,,9.3,41.7,0.0,180,P-4,1
-77.0,-77.0,-73.0,-66.0,-69.0,-77.0,,,,,,9.3,24.9,0.0,180,P-4,2
-77.0,,-76.0,-62.0,,-73.0,,,,,,6.6,24.9,0.0,180,P-4,2
-69.0,-59.0,-72.0,-76.0,,,-77.0,,,,,6.6,12.9,0.0,180,P-4,0
,,,,-66.0,,,,,,,9.3,34.5,0.0,180,P-4,4
,,-72.0,-64.0,-72.0,-68.0,,,,,,8.0,26.1,0.0,180,P-4,2
,,,,-78.0,-73.0,,,,,,9.3,32.1,0.0,180,P-4,4
-71.0,-69.0,-74.0,,,,-78.0,,-77.0,,,6.6,12.9,0.0,180,P-4,0
,,,-62.0,,-72.0,,,,,,9.3,27.3,0.0,180,P-4,2
-65.0,,,,,,-75.0,,,,,6.6,3.3,0.0,180,P-4,3
-72.0,,-65.0,-71.0,,,-77.0,,,,,6.6,17.7,0.0,180,P-4,5
,-77.0,-73.0,-71.0,-74.0,-73.0,-77.0,,,,,6.6,24.9,0.0,180,P-4,2
,,,,-69.0,,,,,,,6.6,34.5,0.0,180,P-4,4
-67.0,-78.0,,,,,-78.0,,,,,8.9,5.7,0.0,180,P-4,3
,,-78.0,,-65.0,,,,,,,9.3,39.3,0.0,180,P-4,1
-63.0,,,,,,-77.0,,,,,8.9,3.3,0.0,180,P-4,3
-65.0,,,,,,-73.0,,,,,8.9,3.3,0.0,180,P-4,3
-77.0,-62.0,,-68.0,-76.0,,,,,,,8.0,11.7,0.0,180,P-4,0
-63.0,,,-77.0,,,-69.0,,,,,8.9,3.3,0.0,180,P-4,3
-60.0,-67.0,-72.0,-78.0,,,,-77.0,,,,8.9,5.7,0.0,180,P-4,3
,-77.0,-64.0,,,,,-78.0,,,,9.3,20.1,0.0,180,P-4,5
-70.0,-78.0,,,,,,,,,,8.9,5.7,0.0,180,P-4,3
-66.0,,,,,,-77.0,,,-78.0,,9.3,10.5,0.0,180,P-4,0
,,,-77.0,-64.0,-78.0,,,,,,6.6,39.3,0.0,180,P-4,1
,-73.0,-59.0,-72.0,,-76.0,,-78.0,,,,6.6,20.1,0.0,180,P-4,5
,,-71.0,-63.0,-75.0,-75.0,,,,,,9.3,27.3,0.0,180,P-4,2
-78.0,-75.0,,-78.0,,,,,,,,9.3,10.5,0.0,180,P-4,0
,-74.0,,,,,,,,,,9.3,10.5,0.0,180,P-4,0
,,,,-63.0,,,,,,,6.6,39.3,0.0,180,P-4,1
,,,,-68.0,,,,,,,9.3,41.7,0.0,180,P-4,1
,-77.0,-61.0,-77.0,,,-74.0,,,,,6.6,20.1,0.0,270,P-4,5
,,,,-66.0,-72.0,,,,,,6.6,39.3,0.0,270,P-4,1
-72.0,-78.0,-78.0,-71.0,-70.0,,,,-77.0,,,6.6,20.1,0.0,270,P-4,5
-66.0,-75.0,,-75.0,,,,-76.0,,-75.0,,6.6,10.5,0.0,270,P-4,0
-72.0,-78.0,,,,,-77.0,,,,,6.6,3.3,0.0,270,P-4,3
-78.0,,,-73.0,-72.0,-69.0,-76.0,-78.0,,,,9.3,34.5,0.0,270,P-4,4
-78.0,-66.0,-77.0,-74.0,-77.0,,,,,,,8.0,11.7,0.0,270,P-4,0
,,,,,,,,-78.0,,,9.3,10.5,0.0,270,P-4,0
-77.0,,,-78.0,,,,,,,,7.8,4.5,0.0,270,P-4,3
-61.0,-68.0,-73.0,-75.0,-77.0,,,,,,,8.9,5.7,0.0,270,P-4,3
,,-58.0,-72.0,,-77.0,-76.0,-78.0,,,,6.6,20.1,0.0,270,P-4,5
,,-73.0,-65.0,-74.0,-78.0,,,,,,9.3,24.9,0.0,270,P-4,2
,,,-75.0,,,,,,,,6.6,32.1,0.0,270,P-4,4
-63.0,,,,,,-78.0,,,,,8.9,3.3,0.0,270,P-4,3
,,-74.0,-73.0,-77.0,,,,,,,6.6,32.1,0.0,270,P-4,4
-65.0,-68.0,,-78.0,,,-73.0,-78.0,-74.0,,,9.3,10.5,0.0,270,P-4,0
